N,ID_PR,ASL,RAGIONE SOCIALE,PARTITA IVA,NOME PRESIDIO,DECRETI,TIPO DI PROVVEDIMENTO,INDIRIZZO,COMUNE,CAP,Latitude,Longitude
988,873,111 LATINA,CENTRO MEDICO SOCIALE ALBERT SCHWEITZER S.A.S. DI LOMBARDI ERNESTA DORA E C.,00572160596,CENTRO MEDICO SOCIALE ALBERT SCHWEITZER S.A.S. DI LOMBARDI ERNESTA DORA E C.,U00077/12,DECRETO DI ACCREDITAMENTO,VIA G. MARCONI N.14,MINTURNO,04026,41.2535937,13.7118746
441,1798,111 LATINA,CENTRO SA.NA. SRL,01488750595,CENTRO POLISPECIALISTICO SA.NA.,U00031/12,DECRETO DI ACCREDITAMENTO,"Via Peschiera, 10",APRILIA,04011,41.5945889,12.6450007
74,149,111 LATINA,CLANIS CENTRO DIAGNOSTICO DI ROSSI C&C S.A.S.,00912010592,STRUTTURA AMBULATORIALE,U00082/12,DECRETO DI ACCREDITAMENTO,"via Appia, 1325",MINTURNO,04026,41.2517281,13.7283128
115,808,111 LATINA,CLIN AUDIT SAN CARLO SRL,01888610597,CLIN AUDIT SAN CARLO SRL,U00061/12,DECRETO DI ACCREDITAMENTO,VIA GATTUCCIA  N. 8/10,SEZZE,04018,41.50407999999999,13.06677
535,1404,111 LATINA,CLINICHE MODERNE SPA,00247210594,CASA DI CURA  - HOSPICE S. MARCO,U00396/13,DECRETO DI ACCREDITAMENTO,Viale Latina XXI Aprile 2,LATINA,04100,41.46242000000001,12.90252
286,1536,111 LATINA,DIAGNOSTICA HERMES S.R.L.,01802430593,DIAGNOSTICA HERMES SRL,U00478/12,DECRETO DI ACCREDITAMENTO,"Via Palazzo, 44/A",FORMIA,04023,41.2635684,13.6231742
997,72,111 LATINA,DIAVERUM ITALIA S.R.L.,02243300361,DIAVERUM ITALIA S.R.L. - FONDI,U00079/14,DECRETO DI ACCREDITAMENTO,Via Arnale Rosso 129,FONDI,04021,41.3584869,13.436137
965,401,111 LATINA,DOTT. DI RUSSO ALFONSO,00231980590,STUDIO DOTT. DI RUSSO ALFONSO,"U00465/12
U00227/13",DECRETO DI ACCREDITAMENTO,"Via Unita' D'Italia, 38",FORMIA,04023,41.2559961,13.6068672
244,774,111 LATINA,EMOLABO S.R.L.,01926430594,EMOLABO,U00210/12,DECRETO DI ACCREDITAMENTO,"Via Sicilia,81",TERRACINA,04019,41.2881749,13.2402463
941,124,111 LATINA,ERRE-D SRL,01923100596,ERRE-D SRL,U00398/13,DECRETO DI ACCREDITAMENTO,VIA DEI PICENI 45/55,LATINA,04100,41.4588779,12.9290386
554,1625,111 LATINA,F.LLI TOMASSI SNC DI TOMASSI ROBERTO & C.,00129610598,F.LLI TOMASSI SNC DI TOMASSI ROBERTO & C.,U000352/14,DECRETO DI ACCREDITAMENTO,Via Delle Terme - Suio Terme,CASTELFORTE,04021,41.2987721,13.8225318
354,344,111 LATINA,FISIOSANISPORT LATINA SRL,01024511006,FISIOSANISPORT LATINA S.R.L.,"U00338/12
U00186/13",DECRETO DI ACCREDITAMENTO,"Via Franco Faggiana, 1754",LATINA,04100,41.4426382,12.9028552
483,385,111 LATINA,GEAS SRL,00322050592,GEAS SRL,U00152/11,DECRETO DI ACCREDITAMENTO,"VIA PIO VI, 7",LATINA,04100,41.4658285,12.9037008
91,418,111 LATINA,"IL BRIGANTE SNC DI ORNELLA MASSARONI, TERENZIO SUBIACO E MARGHERITA MASSARONI & C.",01642220592,S.R.S.R. ''LA MARGHERITA'',"U00266/13
U00438/13
U00223/14",DECRETO DI ACCREDITAMENTO,Via Pontina Km 105.400,TERRACINA,04019,41.2963728,13.2332657
629,720,111 LATINA,"IL BRIGANTE SNC DI ORNELLA MASSARONI, TERENZIO SUBIACO E MARGHERITA MASSARONI & C.",01642220592,S.R.T.R. ''ESSERCI'',"U00378/13
U00443/13
U00222/14",DECRETO DI ACCREDITAMENTO,Via Badino 267,TERRACINA,04019,41.2880754,13.2272021
968,416,111 LATINA,"IL BRIGANTE SNC DI ORNELLA MASSARONI, TERENZIO SUBIACO E MARGHERITA MASSARONI & C.",01642220592,S.R.S.R.  ''RESIDENZA DEI PINI'',"U00336/13
U00224/14",DECRETO DI ACCREDITAMENTO,"Via Valle D'Aosta ,4",TERRACINA,04019,41.28546,13.22231
274,1417,111 LATINA,INSIEME DI A. ANELLI E C. SAS,01264760594,CO. DI CO. ALBERTO PEZZI,U00125/14,DECRETO DI ACCREDITAMENTO,Via Cerri Aprano snc,SANTI COSMA E DAMIANO,04020,41.2988908,13.8126177
277,1471,111 LATINA,INSIEME DI A. ANELLI E C. SAS,01264760594,INSIEME 1,U00120/14,DECRETO DI ACCREDITAMENTO,Via Penitro a Monte snc,FORMIA,04023,41.2559961,13.6068672
424,1470,111 LATINA,INSIEME DI A. ANELLI E C. SAS,01264760594,INSIEME,U00112/14,DECRETO DI ACCREDITAMENTO,Via Ausente angolo Cerri Aprano,SANTI COSMA E DAMIANO,04020,41.28722459999999,13.7803335
538,1464,111 LATINA,INSIEME DI A. ANELLI E C. SAS,01264760594,CO. DI CO. REDZEP SESTOVIC,U00124/14,DECRETO DI ACCREDITAMENTO,Via Cerri Aprano snc,SANTI COSMA E DAMIANO,04020,41.2988908,13.8126177
876,1390,111 LATINA,INSIEME DI A. ANELLI E C. SAS,01264760594,SRTR INSIEME,U00126/14,DECRETO DI ACCREDITAMENTO,Via Silvio Pellico n.7/9,SPIGNO SATURNIA,04020,41.34384300000001,13.781882
878,1415,111 LATINA,INSIEME DI A. ANELLI E C. SAS,01264760594,INSIEME 2,U00127/14,DECRETO DI ACCREDITAMENTO,"Via Ausente Km.2,750",SANTI COSMA E DAMIANO,04020,41.2988908,13.8126177
568,1840,111 LATINA,ISTITUTO CHIRURGICO ORTOPEDICO SALUS SRL,01069721007,"ISTITUTO CHIRURGICO ORTOPEDICO SALUS SRL CASA DI CURA ""SORRISO SUL MARE""","U00316/13
U00452/13",DECRETO DI ACCREDITAMENTO,"Via Appia Nuova, 72",FORMIA,04023,41.2559961,13.6068672
585,1055,111 LATINA,ISTITUTO DI FISIOKINESITERAPIA E RIABILITAZIONE DI FINESTRA CARLO & C. SAS,01591870595,ISTITUTO DI FISIOKINESITERAPIA E RIABILITAZIONE DI  FINESTRA CARLO & C. SAS,"U00224/12
U00265/13",DECRETO DI ACCREDITAMENTO,"Via Umberto I, 31",LATINA,04100,41.4381671,12.9670007
757,1173,111 LATINA,ISTITUTO FISIOTERAPICO B & B SNC DI BOSIZIO E. E BOSELLI M.,00312500598,ISTITUTO FISIOTERAPICO B & B SNC,U00134/12,DECRETO DI ACCREDITAMENTO,"Corso della Repubblica, 80",LATINA,04100,41.4705524,12.9029645
867,1127,111 LATINA,"ISTITUTO FISIOTERAPICO DI RIABILITAZIONE ""C. FRANCESCHINI"" SRL",01080381005,ISTITUTO FISIOTERAPICO DI RIABILITAZIONE C. FRANCESCHINI SRL,"U00044/13
U00136/14",DECRETO DI ACCREDITAMENTO,"VIA SELVAPIANA , 2",SABAUDIA,04016,41.2498814,13.0502997
256,85,111 LATINA,LA VALLE SOCIETÀ COOPERATIVA SOCIALE,01088620594,'LA VALLE' CENTRO DI RIABILITAZIONE,U00142/14,DECRETO DI ACCREDITAMENTO,"Via Sant'Agostino, snc",GAETA,04024,41.2107299,13.5714285
896,1633,111 LATINA,LABORATORI VITA S.R.L.,01122030594,LABORATORI VITA S.R.L.,U00275/14,DECRETO DI ACCREDITAMENTO,VIA SABAUDIA 19,LATINA,04100,41.45661,12.91183
657,1419,111 LATINA,LABORATORIO ANALISI BIO-CLINICHE D.SSA M.R. CICCONARDI MINUTILLO S.R.L.,02286870593,LABORATORIO ANALISI BIO-CLINICHE D.SSA MARIA ROSA CICCONARDI MINUTILLO S.R.L,U00078/12,DECRETO DI ACCREDITAMENTO,VIA CUOSTILE N. 5/H,GAETA,04024,41.21939,13.56518
885,1512,111 LATINA,LABORATORIO ANALISI CLINICHE DOTTORESSA MATTEI FIAMMETTA S.R.L.,01976340594,LABORATORIO ANALISI CLINICHE DOTT.SA MATTEI FIAMMETTA S.R.L.,"U00306/12
U00150/13",DECRETO DI ACCREDITAMENTO,"Viale della Vittoria, 150",TERRACINA,04019,41.2859747,13.2481727
4,1146,111 LATINA,LABORATORIO DIAGNOSTICA MEDICA SRL,00272600594,LABORATORIO DIAGNOSTICA MEDICA SRL,U00222/12,DECRETO DI ACCREDITAMENTO,"Largo Cirri, 10",LATINA,04100,41.446227,12.8777925
961,366,111 LATINA,LABORATORIO ELKALAB S.R.L.,01259231007,ELKALAB,U00156/11,DECRETO DI ACCREDITAMENTO,"Via Delle Regioni, 20",APRILIA,04011,41.5999995,12.6482052
522,1176,111 LATINA,LABORATORIO GALENO S.R.L.,01284250592,LABORATORIO GALENO SRL,U00175/12,DECRETO DI ACCREDITAMENTO,"Via Vitruvio, 77",FORMIA,04023,41.25489169999999,13.6042491
220,383,111 LATINA,LABORATORIO MENDEL SRL,00933960593,LABORATORIO MENDEL SRL,U00162/11,DECRETO DI ACCREDITAMENTO,"Via Principe di Piemonte, 6",SABAUDIA,04016,41.3009559,13.0245684
721,397,111 LATINA,LABORATORIO SALUS S.A.S.,00271210593,LABORATORIO SALUS S.A.S.,"U00174/12
U00294/13
U00264/14",DECRETO DI ACCREDITAMENTO,Via Montenero 2/4,SAN FELICE CIRCEO,04017,41.2431203,13.0926582
890,1572,111 LATINA,MAFAR S.R.L.,00183030600,TERME S. EGIDIO,U00204/14,DECRETO DI ACCREDITAMENTO,Via delle Terme,CASTELFORTE,04021,41.2920155,13.8447573
542,1509,111 LATINA,MARIE & PIERRE CURIE S.R.L.,02036580591,MARIE & PIERRE CURIE S.R.L.,U00165/12,DECRETO DI ACCREDITAMENTO,Via Aurelio Saffi 53/69,LATINA,04100,41.4697256,12.9001473
889,1566,111 LATINA,MEDICAL PONTINO SRL,00946920592,MEDICAL PONTINO S.R.L. ,U00236/12,DECRETO DI ACCREDITAMENTO,"Via Custoza, 3/B",LATINA,04100,41.47372,12.90796
183,1185,111 LATINA,POLILAB S.R.L.,01925830596,POLILAB S.R.L.,"U00433/12
U00172/13",DECRETO DI ACCREDITAMENTO,"Via Regina Camilla, 13/17",PRIVERNO,04015,41.474691,13.179477
180,1913,111 LATINA,PROGETTO AMICO DI MELETTI ORNELLA & CO. SNC,01907070591,POLIAMBULATORIO MEDICO SPECIALISTICO -  CENTRO DI RIABILITAZIONE,U00499/13,DECRETO DI ACCREDITAMENTO,VIA DEI SICANI N. 2,LATINA,04100,41.4617357,12.9179624
527,1280,111 LATINA,PROGETTO INSIEME SRL,02204200592,ABATON PROGETTO INSIEME,"U00146/13
U00332/13
U00462/13
U00236/14
U00364/14",DECRETO DI ACCREDITAMENTO,Via De Gasperi A.,CASTELFORTE,04021,41.29773369999999,13.825986
748,86,111 LATINA,SAN ROCCO SRL,00259510592,SAN ROCCO SRL,"U00446/12
U00144/13
U00439/13",DECRETO DI ACCREDITAMENTO,viale giovane europa 4/12,CISTERNA DI LATINA,04012,41.589823,12.828465
985,771,111 LATINA,SEGESTA LATINA SPA,00244910592,RSA - HOSPICE VILLA AZZURRA - AMBULATORI,"U00394/13
U00442/13",DECRETO DI ACCREDITAMENTO,Lungomare Matteotti 4,TERRACINA,04019,41.2858063,13.25632
923,1180,111 LATINA,SERMOLAB S.R.L.,00302800594,SERMOLAB S.R.L.,U00004/12,DECRETO DI ACCREDITAMENTO,"Via Le Pastine, 3",SERMONETA,04010,41.6055302,12.9085238
106,726,111 LATINA,SOC. SEMPL. 'HARD' DI PERONI FLORA E C.,00243310596,SOC. SEMPL. 'HARD' DI PERONI FLORA E C.,U00003/12,DECRETO DI ACCREDITAMENTO,VIA CIALDINI 18,LATINA,04100,41.4634936,12.903922
20,1369,111 LATINA,STUDIO RADIOLOGIA E TERAPIA FISICA DR. GIUSEPPE IZZO,00181460593,STUDIO DI RADIOLOGIA E TERAPIA FISICA DR. GIUSEPPE IZZO,U00119/12,DECRETO DI ACCREDITAMENTO,corso della Repubblica 239,LATINA,04100,41.4640859,12.9043292
888,1553,111 LATINA,SUIO SRL,00162590590,STABILIMENTO TERMALE NUOVA SUIO,U00338/14,DECRETO DI ACCREDITAMENTO,via delle terme 314,CASTELFORTE,04020,41.2939286,13.8605557
902,1668,111 LATINA,TERME CARACCIOLO FORTE S.R.L.,01509690598,TERME CARACCIOLO FORTE,U00193/14,DECRETO DI ACCREDITAMENTO,"VIA DELLE TERME, snc",CASTELFORTE,04021,41.2987721,13.8225318
162,1622,111 LATINA,TERME VESCINE S.R.L.,01897310593,TERME VESCINE,U00334/14,DECRETO DI ACCREDITAMENTO,"VIA DELLE TERME, 417",CASTELFORTE,04021,41.2940632,13.860864
912,1780,111 LATINA,VILLA DELLE QUERCE BY C.C. SRL,06232551009,VILLA DELLE QUERCE BY C.C. SRL,U00444/13,DECRETO DI ACCREDITAMENTO,"Via Arrigo Boito, 3",LATINA,04100,41.4574256,12.8764342
1045,5673,111 LATINA,CENTRO RESIDENZIALE ANZIANI DOMUS AUREA  SRL,02030520593,CENTRO RESIDENZIALE ANZIANI DOMUS AUREA *2 ,U00324/13,DECRETO DI ACCREDITAMENTO,Via S. Sebastiano 8-10 Loc. Petrete,CASTELFORTE,04021,41.2987721,13.8225318
1046,5504,111 LATINA,RESIDENZA PONTINA SRL,02364870598,RSA RESIDENZA PONTINA *2 ,U00348/13,DECRETO DI ACCREDITAMENTO,"Via Franco Faggiana, n. 1668",LATINA,04100,41.4428464,12.9019427
1047,5922,111 LATINA,SAN MICHELE HOSPITAL S.R.L.,02137230591,RSA SAN MICHELE HOSPITAL *2,U00293/13,DECRETO DI ACCREDITAMENTO,"Via del Monticello,6",APRILIA,04011,41.5948337,12.6313701
1048,5591,111 LATINA,RSA SAN RAFFAELE SABAUDIA SRL,08515971003,RSA SAN RAFFAELE SABAUDIA,U00191/14,DECRETO DI ACCREDITAMENTO,Borgo San Donato,SABAUDIA,04016,41.3923176,12.9996933
1053,5793,111 LATINA,T.E.A.R. SRL,01882210600,RSA MINTURNO POGGIO DUCALE,U00220/14,DECRETO DI ACCREDITAMENTO,VIA DEGLI EROI,MINTURNO,04026,41.2630578,13.743975
376,674,112 FROSINONE,ASSOCIAZIONE DI VOLONTARIATO ONLUS NUOVI ORIZZONTI,9.6218850582E10,COMUNITÀ DI PIGLIO,U00272/14,DECRETO DI ACCREDITAMENTO,Via Prenestina 95,PIGLIO,03010,41.8323942,13.1030849
875,2515,112 FROSINONE,BELMONTE S.R.L.,02458040603,SAN NICOLA,"U00127/13
U00006/14",DECRETO DI ACCREDITAMENTO,VIA POZZI N. 20,BELMONTE CASTELLO,03040,41.5794794,13.8103966
7,1164,112 FROSINONE,BIOMEDICA SRL,00659320600,LABORATORIO ANALISI BIOMEDICA,U00217/14,DECRETO DI ACCREDITAMENTO,"v. Provinciale, 77",ALATRI,03011,41.775528,13.272233
266,1319,112 FROSINONE,CASA DI CURA PRIVATA S. ANNA SRL,00627760606,CASA DI CURA S. ANNA,U00031/14,DECRETO DI ACCREDITAMENTO,VIA K. HERLD SNC,CASSINO,03043,41.4907889,13.8333776
935,1096,112 FROSINONE,CASA DI CURA S.TERESA SRL,01707900609,CASA DI CURA PRIVATA SANTA TERESA SRL,U00248/13,DECRETO DI ACCREDITAMENTO,VIA NAZIONALE 7/25,ISOLA DEL LIRI,03036,41.6773452,13.5748708
89,396,112 FROSINONE,CASA DI CURA VILLA SERENA DI MARTINO E LOMBARDI SRL,00250370608,CASA DI CURA VILLA SERENA SRL DI MARTINO E LOMBARDI SRL,U00375/14,DECRETO DI ACCREDITAMENTO,CORSO DELLA REPUBBLICA 204,CASSINO,03043,41.490534,13.8363828
320,1209,112 FROSINONE,CASA GENERALIZIA PIO ISTITUTO PICCOLE SUORE SACRA FAMIGLIA,00427050232,RESIDENZA SANITARIA ASSISTENZIALE S.MARIA,U00397/13,DECRETO DI ACCREDITAMENTO,Via Indipendenza n. 2,CASTROCIELO,03030,41.53371,13.69618
788,1721,112 FROSINONE,CENTRO DI RADIOLOGIA S.ANTONIO SRL,00628330607,CENTRO DI RADIOLOGIA S.ANTONIO SRL,"U00286/12
U00151/13",DECRETO DI ACCREDITAMENTO,VIA ARIGNI 55,CASSINO,03043,41.4899341,13.827922
366,539,112 FROSINONE,CENTRO MEDICO POLISPECIALISTICO ADITERM SRL,01833670605,CENTRO MEDICO POLISPECIALISTICO ADITERM,U00242/13,DECRETO DI ACCREDITAMENTO,"VIA CASILINA KM 77,600",FERENTINO,03013,41.6956788,13.2577285
48,1868,112 FROSINONE,CENTRO ORTOPEDICO FISIOTERAPICO S.R.L,00621120609,CENTRO ORTOPEDICO FISIOTERAPICO S.R.L.,U00492/13,DECRETO DI ACCREDITAMENTO,Via Sferracavalli 2/c,CASSINO,03043,41.5019771,13.8361641
803,1046,112 FROSINONE,CLINICA S.ANTONIO S R L,00175180603,CLINICA S. ANTONIO,U00252/14,DECRETO DI ACCREDITAMENTO,Via Marittima 228,FROSINONE,03100,41.63374530000001,13.3372289
111,778,112 FROSINONE,COMUNITÀ IN DIALOGO ONLUS,9.2009470607E10,NUOVA ERA,U00199/14,DECRETO DI ACCREDITAMENTO,"Via S. Rocco, n. 2",TRIVIGLIANO,03010,41.775806,13.272121
260,1253,112 FROSINONE,COMUNITÀ IN DIALOGO ONLUS,9.2009470607E10,CASA FAMIGLIA PARACLITO,U00202/14,DECRETO DI ACCREDITAMENTO,"borgo s. rocco, 2",TRIVIGLIANO,03010,41.775806,13.272121
264,1307,112 FROSINONE,COMUNITÀ IN DIALOGO ONLUS,9.2009470607E10,IL CASALE,U00200/14,DECRETO DI ACCREDITAMENTO,contrada malle snc,TRIVIGLIANO,03010,41.7756543,13.2722571
181,1934,112 FROSINONE,CRN CENTRO RIABILITAZIONE NEUROMOTORIA SRL,01896140603,C.R.N. SRL ,U00406/14,DECRETO DI ACCREDITAMENTO,VIA LARGO MICHELOZZI,PIEDIMONTE SAN GERMANO,03030,41.49549469999999,13.750909
740,760,112 FROSINONE,DELTA MEDICAL SRL,00287030605,DELTA MEDICAL SRL,U00281/12,DECRETO DI ACCREDITAMENTO,via Fresine-Loc.tà Giardino-Condominio dei Portici,FERENTINO,03013,41.6956788,13.2577285
986,772,112 FROSINONE,EURONEFRO SRL,01949460602,EURONEFRO SRL,"U00006/13
U00092/14",DECRETO DI ACCREDITAMENTO,VIA MARITTIMA 362,FROSINONE,03100,41.633,13.33607
814,307,112 FROSINONE,EUROSANITA' S.P.A,06726891002,SANT'ELISABETTA DIALISI,U00392/13,DECRETO DI ACCREDITAMENTO,via Guglielmo Marconi 1,FIUGGI,03014,41.8032027,13.2234705
1008,250,112 FROSINONE,EUROSANITA' S.P.A,06726891002,SANT'ELISABETTA RSA ,U00391/13,DECRETO DI ACCREDITAMENTO,via Guglielmo Marconi 1,FIUGGI,03014,41.8032027,13.2234705
113,786,112 FROSINONE,FIGEBO CENTRO  POLISPECIALISTICO S.R.L.,07877891007,COMPLESSO POLISPECIALISTICO FIGEBO CENTRO POLISPECIALISTICO SRL,"U00476/12
U00209/13",DECRETO DI ACCREDITAMENTO,"Via Cimarosa,snc",CASSINO,03043,41.4907889,13.8333776
